打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,15,1,.067,0,7,3,0,0,0.222
2打席目,15,4,.267,0,4,1,2,0,0.313
3打席目,10,0,.000,0,3,3,1,0,0.231
4打席目,3,0,.000,0,2,1,0,0,0.25
5打席目以上,0,0,-,0,0,0,0,0,
