左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
53.8% (14),53.8% (14),53.8% (14),23.1% (6),23.1% (6),23.1% (6),23.1% (6),23.1% (6),23.1% (6)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
100.0% (5),- (0),42.9% (9),0.0% (0),- (0),28.6% (6),0.0% (0),- (0),28.6% (6)
