種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,2.89,6,0,6,0,0,0,0,0,0,0,0,9.1,9,0,5,7,1,3,3,1.71,0.265,-,3.11
Nighter,4.2,12,0,12,0,0,0,0,0,0,0,0,15.0,18,2,7,6,2,8,7,1.6,0.316,-,1.88
