アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,31,48.4%,安打,27,61.4%
フライ,20,31.3%,四死球,16,36.4%
空三振,9,14.1%,失策出塁,1,2.3%
見三振,3,4.7%,野選,0,0.0%
犠打,1,1.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
