種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,4.15,8,0,8,0,0,0,0,0,0,0,0,13.0,9,2,5,5,1,6,6,1.08,0.209,-,2.17
Visitor,3.18,10,0,10,0,0,0,0,0,0,0,0,11.1,18,0,7,8,2,5,4,2.29,0.375,-,2.27
