球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
神宮,4.50,7,0,7,0,0,0,0,0,0,0,0,12.0,9,2,4,5,1,6,6,1.17,0.225,-,2.00
東京ドーム,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,0,0,1,1,1,0,0,1.0,0.0,-,99.00
甲子園,18.00,1,0,1,0,0,0,0,0,0,0,0,1.0,2,0,0,1,0,2,2,3.0,0.4,-,0.50
横浜,0.00,2,0,2,0,0,0,0,0,0,0,0,2.0,3,0,0,2,0,1,0,2.5,0.333,-,2.00
マツダスタジアム,4.50,2,0,2,0,0,0,0,0,0,0,0,2.0,3,0,0,1,1,1,1,2.0,0.429,-,2.00
バンテリンドーム,0.00,3,0,3,0,0,0,0,0,0,0,0,4.1,7,0,5,2,0,0,0,2.08,0.389,-,99.00
Ce その他,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0.0,0.0,-,99.00
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,9.00,1,0,1,0,0,0,0,0,0,0,0,1.0,3,0,1,1,0,1,1,4.0,0.5,-,1.00
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
