球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
楽天モバイル,3.98,31,1,30,1,3,6,8,7,9,1,2,31.2,39,3,23,6,2,14,14,1.42,0.312,0.00,2.47
みずほPayPay,0.00,2,0,2,1,0,0,1,1,2,1,0,2.0,2,0,1,1,0,0,0,1.5,0.286,-,99.00
エスコンＦ,0.00,2,0,2,0,0,1,0,1,0,0,0,1.1,2,0,0,1,0,0,0,2.25,0.5,-,99.00
ZOZOマリン,0.00,6,0,6,0,0,1,3,1,3,0,0,6.0,3,0,8,3,0,0,0,1.0,0.15,-,99.00
京セラD大阪,3.60,5,0,5,1,1,0,2,1,3,1,1,5.0,6,1,4,2,0,2,2,1.6,0.3,-,2.50
ベルーナドーム,4.50,4,0,4,0,0,1,1,1,1,0,0,4.0,4,0,3,4,0,2,2,2.0,0.286,-,2.00
Pa その他,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1.0,0.25,-,99.00
東京ドーム,4.50,2,0,2,0,0,0,1,0,1,0,0,2.0,1,0,1,1,0,1,1,1.0,0.2,-,2.00
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,1,0,1,1,0,0,0,2.0,0.25,-,99.00
神宮,0.00,2,0,2,0,0,1,0,1,0,0,0,2.0,1,0,2,1,0,0,0,1.0,0.143,-,99.00
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
