球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,97,44.1%,146.0,2,26,20,25,49.5%,4.3%,.375,24,9,0,0,2,1
カットボール,31,14.1%,135.6,4,7,2,13,41.9%,36.4%,.000,6,0,0,3,0,0
スライダー,29,13.2%,129.3,1,5,2,12,27.6%,8.3%,.100,10,1,0,1,0,0
フォーク,26,11.8%,134.4,6,1,2,10,34.6%,40.0%,.000,8,0,0,1,1,0
カーブ,12,5.5%,120.5,1,3,1,6,41.7%,33.3%,1.000,1,1,0,0,0,0
ツーシーム,11,5.0%,139.4,0,2,4,2,54.5%,0.0%,.000,2,0,0,0,0,0
シュート,8,3.6%,143.1,0,4,1,3,62.5%,0.0%,.000,1,0,0,1,0,0
チェンジアップ,3,1.4%,137.0,1,0,1,1,66.7%,50.0%,.000,1,0,0,1,0,0
ナックルカーブ,2,0.9%,132.5,0,0,1,1,50.0%,0.0%,-,0,0,0,0,0,0
スプリット,1,0.5%,147.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
