球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,10,58.8%,150.6,1,2,3,2,60.0%,16.7%,.000,2,0,0,0,0,0
スライダー,4,23.5%,135.5,0,1,0,2,25.0%,0.0%,.000,1,0,0,0,0,0
フォーク,1,5.9%,137.0,1,0,0,0,100.0%,100.0%,.000,1,0,0,1,0,0
シンカー,1,5.9%,147.0,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
カットボール,1,5.9%,142.0,0,0,0,0,0.0%,0.0%,1.000,1,1,0,0,0,0
