チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,1.29,1,1,0,1,0,0,0,0,0,0,0,7.0,7,1,3,2,0,2,1,1.29,0.25,3.86,-
阪神,0.5,3,3,0,0,0,0,0,0,0,0,0,18.0,14,1,15,3,0,3,1,0.94,0.215,0.47,-
ＤｅＮＡ,4.94,4,4,0,0,2,0,0,0,0,0,0,23.2,24,3,13,7,0,13,13,1.31,0.255,2.25,-
広島,1.71,4,3,1,2,1,0,0,0,0,0,0,21.0,20,0,26,4,0,6,4,1.14,0.25,3.6,99.00
中日,1.5,2,2,0,0,1,0,0,0,0,0,0,12.0,8,0,7,3,1,4,2,0.92,0.2,0.0,-
