球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
神宮,2.75,10,10,0,1,3,0,0,0,0,0,0,59.0,54,4,41,18,3,24,18,1.22,0.243,1.68,-
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,6.35,1,1,0,0,1,0,0,0,0,0,0,5.2,6,1,2,1,0,4,4,1.24,0.273,4.50,-
マツダスタジアム,0.60,3,2,1,2,0,0,0,0,0,0,0,15.0,14,0,18,1,0,2,1,1.0,0.246,5.14,99.00
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,13.50,1,1,0,0,1,0,0,0,0,0,0,4.0,9,1,6,3,0,6,6,3.0,0.474,3.60,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,1.29,1,1,0,0,0,0,0,0,0,0,0,7.0,4,1,7,1,0,1,1,0.71,0.167,0.00,-
ベルーナドーム,5.40,1,1,0,0,1,0,0,0,0,0,0,5.0,8,0,3,1,1,3,3,1.8,0.381,1.50,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
