アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,78,28.9%,安打,95,72.0%
フライ,109,40.4%,四死球,29,22.0%
空三振,58,21.5%,失策出塁,8,6.1%
見三振,19,7.0%,野選,0,0.0%
犠打,6,2.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
