左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
37.5% (6),37.5% (6),37.5% (6),31.3% (5),31.3% (5),31.3% (5),31.3% (5),31.3% (5),31.3% (5)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
0.0% (0),- (0),42.9% (6),50.0% (1),- (0),28.6% (4),50.0% (1),- (0),28.6% (4)
