アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,6,23.1%,安打,2,33.3%
フライ,8,30.8%,四死球,4,66.7%
空三振,4,15.4%,失策出塁,0,0.0%
見三振,2,7.7%,野選,0,0.0%
犠打,6,23.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
