条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.238,99,84,20,4,0,0,19,14,0,1,0
対左投手,0.6,7,5,3,0,0,0,1,0,1,1,0
