チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.25,13,17,16,0,4,0,0,0,4,2,2,1,0,0,0,0,0,0,0,0.294,0.25,0.544
阪神,0.235,13,18,17,0,4,0,0,0,4,1,5,1,0,0,0,0,1,0,0,0.278,0.235,0.513
ＤｅＮＡ,0.278,17,21,18,1,5,1,0,0,6,2,5,3,0,0,0,0,0,0,0,0.381,0.333,0.714
広島,0.182,10,15,11,0,2,1,0,0,3,1,2,3,1,1,0,0,0,0,0,0.4,0.273,0.673
中日,0.364,16,16,11,0,4,1,0,0,5,3,1,5,0,0,0,0,0,0,0,0.563,0.455,1.017
