条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.111,21,18,2,1,0,1,5,1,1,1,0
対左打者,0.474,20,19,9,3,0,0,0,1,0,0,0
