種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,2.89,3,3,0,1,1,0,0,0,0,0,0,18.2,18,0,11,3,1,6,6,1.13,0.254,3.0,-
Nighter,3.17,8,8,0,1,5,0,0,0,0,0,0,48.1,49,4,33,10,2,18,17,1.22,0.268,1.76,-
