週間,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
9/1〜10/5,0.304,21,89,79,14,24,6,0,6,48,18,23,9,0,0,0,1,0,0,3,0.371,0.608,0.978
