球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,1062,44.5%,147.7,124,134,231,458,46.0%,26.4%,.297,172,51,20,59,21,0
スライダー,308,12.9%,129.8,57,34,44,107,43.8%,34.1%,.314,86,27,7,20,1,0
カットボール,257,10.8%,137.0,41,23,55,78,46.3%,26.3%,.293,75,22,4,15,6,0
フォーク,249,10.4%,136.6,63,22,43,77,51.4%,42.0%,.183,71,13,2,28,4,0
チェンジアップ,110,4.6%,131.8,22,9,22,46,48.2%,40.0%,.350,20,7,3,9,5,0
ツーシーム,100,4.2%,143.4,11,7,22,38,40.0%,20.0%,.192,26,5,2,4,2,0
カーブ,86,3.6%,119.1,13,17,8,32,44.2%,35.1%,.286,21,6,1,5,1,0
スプリット,81,3.4%,139.5,17,5,13,28,43.2%,35.4%,.345,29,10,1,11,4,0
ナックルカーブ,45,1.9%,126.9,8,4,6,15,40.0%,30.8%,.235,17,4,0,5,0,0
シンカー,38,1.6%,133.4,9,2,2,20,34.2%,56.3%,.250,8,2,0,3,2,0
シュート,34,1.4%,142.9,3,4,4,16,32.4%,21.4%,.200,10,2,0,3,2,0
スラーブ,3,0.1%,111.3,0,2,1,0,100.0%,0.0%,-,0,0,0,0,0,0
スクリュー,3,0.1%,135.0,1,0,0,1,33.3%,50.0%,.000,1,0,0,0,0,0
パーム,3,0.1%,120.5,1,0,0,2,33.3%,100.0%,.000,1,0,0,1,0,0
縦スライダー,2,0.1%,125.0,0,0,2,0,100.0%,0.0%,-,0,0,0,0,0,0
スローカーブ,2,0.1%,92.0,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
パワーカーブ,1,0.0%,122.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
ワンシーム,1,0.0%,-,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
