球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
甲子園,.293,61,248,222,37,65,20,1,11,120,42,67,25,3,0,0,1,6,1,4,.363,.541,0.903
東京ドーム,.226,13,59,53,9,12,2,0,4,26,9,17,6,1,0,0,0,0,0,0,.305,.491,0.796
横浜,.171,11,47,41,3,7,1,1,2,16,7,12,4,0,0,0,2,0,0,0,.234,.390,0.624
マツダスタジアム,.225,10,43,40,5,9,2,1,4,25,11,14,3,1,0,0,0,1,1,0,.279,.625,0.904
神宮,.244,12,54,45,7,11,2,0,5,28,8,16,9,3,0,0,0,0,0,1,.370,.622,0.993
バンテリンドーム,.340,12,56,53,7,18,2,0,7,41,13,10,3,0,0,0,0,1,0,0,.375,.774,1.149
Ce その他,.308,3,13,13,1,4,1,1,0,7,1,7,0,0,0,0,0,1,0,1,.308,.538,0.846
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.250,3,13,12,3,3,0,0,3,12,4,3,1,0,0,0,0,0,0,0,.308,1.000,1.308
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,.267,3,16,15,1,4,1,0,0,5,0,4,1,0,0,0,0,0,0,0,.313,.333,0.646
京セラD大阪,.382,8,36,34,8,13,3,0,3,25,6,10,2,1,0,0,0,0,0,0,.417,.735,1.152
ベルーナドーム,.333,3,12,9,2,3,0,0,1,6,1,3,3,0,0,0,0,1,0,0,.500,.667,1.167
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
