マルチ安,猛打賞,固め打ち,2得点超,3打点超,マルチ本,ソロ,2ラン,3ラン,満塁弾,3三振超,2四死超,マルチ盗,2失超
41,7,2,12,9,4,20,14,5,1,8,9,0,0
