月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.260,25,105,96,18,25,5,2,9,61,24,35,9,2,0,0,0,0,0,2,.324,.635,0.959
5月,.323,25,106,99,11,32,11,1,3,54,10,21,7,2,0,0,0,5,1,0,.368,.545,0.913
6月,.247,22,96,85,14,21,3,0,8,48,16,32,11,0,0,0,0,3,0,0,.333,.565,0.898
7月,.305,22,95,82,14,25,4,1,6,49,16,20,12,2,0,0,1,1,1,0,.389,.598,0.987
8月,.229,24,106,96,12,22,5,0,8,51,18,32,9,3,0,0,1,1,0,1,.292,.531,0.824
9月,.276,20,85,76,12,21,6,0,5,42,15,23,9,0,0,0,0,0,0,3,.353,.553,0.906
10月,1.000,1,4,3,2,3,0,0,1,6,3,0,0,0,0,0,1,0,0,0,.750,2.000,2.75
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
