条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.281,364,320,90,14,2,27,104,41,0,0,3
対左投手,0.272,233,217,59,20,2,13,59,16,0,0,0
