条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.255,294,271,69,12,2,20,20,85,23,0,0,0,0.313
1塁,0.339,119,112,38,8,1,8,19,33,7,0,0,0,0.378
2塁,0.338,77,65,22,9,1,6,26,16,12,0,0,0,0.442
3塁,0.294,23,17,5,3,0,0,6,6,5,0,0,1,0.435
1・2塁,0.186,49,43,8,1,0,3,13,11,6,0,0,0,0.286
1・3塁,0.182,14,11,2,1,0,0,3,5,2,0,0,1,0.286
2・3塁,0.375,10,8,3,0,0,2,8,3,2,0,0,0,0.5
満塁,0.2,11,10,2,0,0,1,7,4,0,0,0,1,0.182
得点圏,0.273,184,154,42,14,1,12,63,45,27,0,0,3,0.375
