左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
28.9% (107),28.9% (107),28.9% (107),17.0% (63),17.0% (63),17.0% (63),54.1% (200),54.1% (200),54.1% (200)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
18.3% (20),17.5% (7),36.2% (80),21.1% (23),17.5% (7),14.9% (33),60.6% (66),65.0% (26),48.9% (108)
