左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
19.8% (43),19.8% (43),19.8% (43),36.9% (80),36.9% (80),36.9% (80),43.3% (94),43.3% (94),43.3% (94)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
19.1% (13),0.0% (0),21.3% (30),45.6% (31),0.0% (0),34.8% (49),35.3% (24),100.0% (8),44.0% (62)
