条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.286,210,182,52,9,1,4,41,24,0,1,3
対左投手,0.233,122,103,24,3,1,4,26,16,2,0,1
