打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,69,18,0.261,3,18,9,0,1,0.342
2打席目,67,15,0.224,1,22,10,0,2,0.316
3打席目,69,20,0.29,2,12,9,1,0,0.372
4打席目,65,21,0.323,2,13,8,0,1,0.392
5打席目以上,14,2,0.143,0,2,6,0,0,0.4
