アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,13,14.9%,安打,19,79.2%
フライ,36,41.4%,四死球,5,20.8%
空三振,31,35.6%,失策出塁,0,0.0%
見三振,5,5.7%,野選,0,0.0%
犠打,2,2.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
