アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,6,27.3%,安打,7,87.5%
フライ,7,31.8%,四死球,1,12.5%
空三振,7,31.8%,失策出塁,0,0.0%
見三振,2,9.1%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
