条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,.250,16,16,4,1,0,0,0,4,0,0,0,0,.250
1塁,.400,5,5,2,0,0,0,0,2,0,0,0,0,.400
2塁,.000,3,2,0,0,0,0,0,0,1,0,0,0,.333
3塁,.000,1,1,0,0,0,0,0,0,0,0,0,0,.000
1・2塁,.333,3,3,1,0,0,0,0,1,0,0,0,0,.333
1・3塁,.000,1,1,0,0,0,0,0,1,0,0,0,0,.000
2・3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
満塁,.000,1,1,0,0,0,0,0,1,0,0,0,0,.000
得点圏,.125,9,8,1,0,0,0,0,3,1,0,0,0,.222
