左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
60.0% (12),60.0% (12),60.0% (12),20.0% (4),20.0% (4),20.0% (4),20.0% (4),20.0% (4),20.0% (4)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
71.4% (5),- (0),53.8% (7),28.6% (2),- (0),15.4% (2),0.0% (0),- (0),30.8% (4)
