防御率3.10,試合17,先発16,救援1,連投(試)0,連投(日)0,勝利3,敗戦6,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.333,95.2,402,1581,16.5,95,7,77,25,1,4,4,1,40,33,1.25,56.3%
