球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,725,45.9%,146.1,59,156,162,225,52.0%,17.2%,.273,150,41,2,33,10,3
フォーク,291,18.4%,133.6,55,19,39,115,38.8%,35.0%,.204,93,19,3,32,6,0
スライダー,224,14.2%,133.7,20,37,41,79,43.8%,18.5%,.200,55,11,0,8,5,0
カーブ,212,13.4%,114.4,9,52,20,98,38.2%,14.5%,.343,35,12,0,2,2,0
シュート,84,5.3%,145.1,4,14,20,25,45.2%,8.9%,.348,23,8,1,2,0,1
カットボール,41,2.6%,137.1,1,8,8,15,41.5%,5.6%,.444,9,4,1,0,1,0
チェンジアップ,4,0.3%,131.5,0,1,0,3,25.0%,-%,-,0,0,0,0,0,0
