左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
30.3% (83),30.3% (83),30.3% (83),22.6% (62),22.6% (62),22.6% (62),47.1% (129),47.1% (129),47.1% (129)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
24.7% (20),28.6% (2),32.8% (61),39.5% (32),0.0% (0),16.1% (30),35.8% (29),71.4% (5),51.1% (95)
