アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,105,37.2%,安打,88,62.9%
フライ,85,30.1%,四死球,49,35.0%
空三振,62,22.0%,失策出塁,3,2.1%
見三振,29,10.3%,野選,0,0.0%
犠打,1,0.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
