打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,90,22,0.244,4,21,12,1,0,0.333
2打席目,90,22,0.244,1,23,11,0,2,0.32
3打席目,87,19,0.218,1,23,14,0,2,0.32
4打席目,75,19,0.253,1,20,7,0,1,0.313
5打席目以上,15,5,0.333,0,2,5,0,0,0.5
