球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,167,40.7%,146.0,13,32,30,66,44.9%,18.8%,.257,35,9,0,9,3,0
スライダー,55,13.4%,127.8,8,11,6,20,45.5%,33.3%,.077,13,1,0,3,1,0
フォーク,47,11.5%,135.9,5,6,10,12,44.7%,17.2%,.176,17,3,0,3,1,0
カットボール,42,10.2%,136.5,3,7,8,15,42.9%,15.0%,.333,9,3,0,0,1,0
チェンジアップ,30,7.3%,129.9,4,5,6,10,50.0%,26.7%,.286,7,2,0,2,0,0
カーブ,27,6.6%,120.2,3,10,3,11,59.3%,50.0%,.000,4,0,0,4,0,0
シュート,13,3.2%,146.9,1,2,3,5,46.2%,16.7%,.500,2,1,0,0,0,0
ツーシーム,13,3.2%,137.8,1,4,1,3,46.2%,16.7%,.500,4,2,0,0,0,0
ナックルカーブ,7,1.7%,120.7,0,2,1,4,42.9%,0.0%,-,0,0,0,0,0,0
スプリット,5,1.2%,139.8,1,1,2,0,80.0%,25.0%,.000,1,0,0,0,0,0
シンカー,4,1.0%,130.7,0,1,0,1,25.0%,0.0%,.500,2,1,0,0,0,0
