NOI382.9,GPA.201,RC7.25,RC272.65,XR7.00,XR272.55,RCAA-2.35,XR+-2.65,RCWIN-0.28,XRWIN-0.31,BABIP.301
BB/K,IsoD,PA/BB,PA/K,IsoP,AB/HR,SecA,TA,PS,TTO率,
0.33,0.053,14.43,4.81,0.053,-,0.128,0.459,-,27.7%,
