チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.357,7,16,14,0,5,1,0,0,6,1,5,2,0,0,0,0,0,0,1,0.438,0.429,0.866
阪神,0.259,9,28,27,0,7,2,0,0,9,5,5,1,1,0,0,0,0,0,1,0.286,0.333,0.619
ＤｅＮＡ,0.182,6,12,11,1,2,1,0,0,3,0,3,1,0,0,0,0,0,0,0,0.25,0.273,0.523
広島,0.2,5,11,10,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0.273,0.2,0.473
ヤクルト,0.063,7,16,16,0,1,1,0,0,2,2,5,0,0,0,0,0,0,0,0,0.063,0.125,0.188
