アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,23,32.4%,安打,22,73.3%
フライ,27,38.0%,四死球,7,23.3%
空三振,19,26.8%,失策出塁,1,3.3%
見三振,2,2.8%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
