左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
26.4% (19),26.4% (19),26.4% (19),20.8% (15),20.8% (15),20.8% (15),52.8% (38),52.8% (38),52.8% (38)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
22.7% (5),- (0),28.0% (14),13.6% (3),- (0),24.0% (12),63.6% (14),- (0),48.0% (24)
