条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.296,61,54,16,3,0,2,0,2,1,3,1,.328
1-0より,.364,36,33,12,2,0,3,0,0,0,2,1,.353
2-0より,.714,8,7,5,0,0,1,0,1,0,0,0,.750
3-0より,-,0,0,0,0,0,0,0,0,0,0,0,-
0-1より,.333,48,48,16,3,0,0,0,0,0,0,0,.333
1-1より,.286,50,49,14,1,0,5,0,0,1,0,0,.300
2-1より,.182,23,22,4,0,0,0,0,0,0,1,0,.182
3-1より,.143,14,7,1,0,0,1,0,7,0,0,0,.571
0-2より,.065,33,31,2,0,0,0,15,0,1,1,0,.094
1-2より,.190,101,100,19,3,0,0,40,0,1,0,0,.198
2-2より,.253,76,75,19,4,2,0,25,0,1,0,0,.263
3-2より,.069,38,29,2,0,0,0,8,9,0,0,0,.289
