左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
28.6% (2),28.6% (2),28.6% (2),0.0% (0),0.0% (0),0.0% (0),71.4% (5),71.4% (5),71.4% (5)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
0.0% (0),- (0),33.3% (2),0.0% (0),- (0),0.0% (0),100.0% (1),- (0),66.7% (4)
