条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.183,235,208,38,6,0,4,41,23,2,0,2
対左投手,0.308,142,130,40,11,0,8,22,10,0,0,2
