打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,87,22,0.253,8,17,4,0,1,0.283
2打席目,85,25,0.294,2,12,5,0,1,0.33
3打席目,79,16,0.203,2,12,10,0,0,0.292
4打席目,59,11,0.186,0,11,12,0,2,0.315
5打席目以上,11,0,0.0,0,6,3,0,0,0.214
