打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.238,60,206,181,19,43,10,0,10,83,26,32,22,2,1,0,2,2,1,2,0.32,0.459,0.779
Visitor,0.223,48,171,157,6,35,7,0,2,48,11,31,11,2,1,0,2,1,0,2,0.275,0.306,0.581
