条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.325,90,80,26,7,0,1,15,9,0,0,1
対左打者,0.167,77,72,12,1,0,2,25,3,1,1,0
