条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.237,134,131,31,3,1,2,25,1,2,0,0
対左投手,0.214,74,70,15,2,0,2,12,3,0,0,1
