球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
楽天モバイル,.203,19,70,69,5,14,1,0,1,18,4,13,0,0,1,0,0,0,2,1,.214,.261,0.475
みずほPayPay,.250,6,22,20,1,5,1,0,0,6,0,4,2,0,0,0,0,0,0,0,.318,.300,0.618
エスコンＦ,.083,6,24,24,1,2,0,1,0,4,0,8,0,0,0,0,0,0,0,0,.083,.167,0.25
ZOZOマリン,.333,4,19,18,2,6,1,0,1,10,4,2,0,0,1,0,0,0,0,0,.368,.556,0.924
京セラD大阪,.316,5,19,19,3,6,1,0,0,7,0,4,0,0,0,0,0,0,0,0,.316,.368,0.684
ベルーナドーム,.133,4,16,15,0,2,0,0,0,2,2,2,1,0,0,0,0,0,0,0,.188,.133,0.321
Pa その他,.200,3,10,10,1,2,1,0,0,3,2,1,0,0,0,0,0,0,0,1,.200,.300,0.5
東京ドーム,.250,1,4,4,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,.250,1.000,1.25
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,.375,2,9,8,2,3,0,0,0,3,1,2,1,1,0,0,0,0,0,0,.444,.375,0.819
神宮,.357,3,15,14,2,5,0,0,1,8,5,1,0,0,0,0,1,0,0,0,.333,.571,0.905
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
