球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,102,40.3%,148.9,13,11,19,40,42.2%,25.5%,.200,25,5,0,6,2,0
フォーク,36,14.2%,135.0,13,3,2,10,50.0%,56.5%,.133,15,2,0,7,0,0
スライダー,26,10.3%,132.3,5,3,3,13,42.3%,50.0%,.200,5,1,0,3,0,0
カットボール,22,8.7%,138.1,6,5,1,5,54.5%,50.0%,.250,8,2,1,4,0,0
スプリット,16,6.3%,137.6,6,0,2,7,50.0%,66.7%,.000,3,0,0,2,0,0
カーブ,15,5.9%,122.1,2,2,2,8,40.0%,40.0%,.000,2,0,0,1,0,0
チェンジアップ,14,5.5%,132.3,5,0,1,5,42.9%,55.6%,.000,5,0,0,2,0,0
シュート,11,4.3%,142.0,1,2,0,5,27.3%,25.0%,.667,3,2,0,0,0,1
ツーシーム,8,3.2%,142.2,0,5,0,0,62.5%,0.0%,.000,3,0,0,0,0,0
ナックルカーブ,2,0.8%,126.5,0,0,1,1,50.0%,0.0%,-,0,0,0,0,0,0
シンカー,1,0.4%,129.0,1,0,0,0,100.0%,100.0%,-,0,0,0,0,0,0
