左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
51.2% (22),51.2% (22),51.2% (22),9.3% (4),9.3% (4),9.3% (4),39.5% (17),39.5% (17),39.5% (17)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
45.5% (5),100.0% (1),51.6% (16),27.3% (3),0.0% (0),3.2% (1),27.3% (3),0.0% (0),45.2% (14)
