月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.091,6,12,11,0,1,0,0,0,1,0,8,1,0,0,0,0,0,0,0,.167,.091,0.258
5月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
6月,.333,6,12,12,1,4,0,0,0,4,1,3,0,0,0,0,0,0,0,0,.333,.333,0.667
7月,.192,12,29,26,4,5,1,0,1,9,7,7,1,0,1,0,1,0,0,0,.241,.346,0.588
8月,.167,6,12,12,1,2,2,0,0,4,0,4,0,0,0,0,0,0,0,1,.167,.333,0.5
9月,.000,4,8,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,.000,.000,0.0
10月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
