左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
43.5% (133),43.5% (133),43.5% (133),22.5% (69),22.5% (69),22.5% (69),34.0% (104),34.0% (104),34.0% (104)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
40.2% (43),0.0% (0),45.9% (90),29.9% (32),0.0% (0),18.9% (37),29.9% (32),100.0% (3),35.2% (69)
