打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,89,24,0.27,1,18,5,0,0,0.309
2打席目,85,27,0.318,0,13,6,2,0,0.363
3打席目,85,29,0.341,1,16,8,0,0,0.398
4打席目,78,16,0.205,1,15,11,1,0,0.303
5打席目以上,44,14,0.318,0,10,12,1,0,0.464
