条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.197,137,117,23,3,0,2,39,12,2,4,2
対左打者,0.266,87,79,21,4,1,1,21,3,2,2,1
