アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,47,29.2%,安打,44,69.8%
フライ,48,29.8%,四死球,19,30.2%
空三振,50,31.1%,失策出塁,0,0.0%
見三振,10,6.2%,野選,0,0.0%
犠打,6,3.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
