球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
マツダスタジアム,0.71,27,0,27,1,0,11,5,12,6,1,0,25.1,16,0,31,8,4,2,2,0.95,0.186,-,12.67
東京ドーム,3.60,5,0,5,1,0,2,1,3,2,1,0,5.0,5,1,5,2,0,2,2,1.4,0.263,-,2.50
甲子園,0.00,3,0,3,0,0,0,1,0,1,0,0,2.2,1,0,1,0,0,0,0,0.38,0.111,-,99.00
横浜,3.86,6,0,6,0,2,1,3,1,3,0,2,4.2,5,0,4,1,0,2,2,1.29,0.278,-,2.33
神宮,1.59,6,0,6,0,0,2,1,2,1,0,0,5.2,4,1,5,0,0,1,1,0.71,0.19,-,5.67
バンテリンドーム,3.18,6,0,6,0,0,4,1,4,1,0,0,5.2,5,1,5,3,0,2,2,1.41,0.263,-,2.83
Ce その他,0.00,2,0,2,0,0,2,0,2,0,0,0,2.0,1,0,4,0,0,0,0,0.5,0.167,-,99.00
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,0.00,1,0,1,0,0,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0.0,0.0,-,99.00
ZOZOマリン,4.50,2,0,2,0,1,1,0,1,0,0,1,2.0,4,0,2,1,0,1,1,2.5,0.5,-,2.00
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,0.00,2,0,2,0,0,1,0,1,0,0,0,2.0,3,0,3,0,0,0,0,1.5,0.333,-,99.00
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
