球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,491,56.3%,148.3,53,87,106,171,50.1%,22.7%,0.278,90,25,2,23,10,1
チェンジアップ,272,31.2%,134.5,59,23,40,96,44.9%,38.6%,0.198,86,17,1,34,0,1
カーブ,72,8.3%,117.2,5,19,7,33,43.1%,25.0%,0.091,11,1,0,3,0,0
カットボール,26,3.0%,142.0,2,3,3,11,30.8%,16.7%,0.143,7,1,0,0,0,2
スライダー,11,1.3%,133.6,1,1,4,3,54.5%,14.3%,0.0,2,0,0,0,0,0
