球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,221,59.1%,148.8,19,42,63,56,56.1%,15.4%,0.25,52,13,1,12,3,0
チェンジアップ,41,11.0%,125.7,5,8,8,14,51.2%,26.3%,0.5,6,3,0,1,0,0
シュート,37,9.9%,147.3,2,10,15,8,73.0%,10.5%,0.0,5,0,0,3,0,0
スプリット,33,8.8%,135.6,5,0,14,11,57.6%,22.7%,0.167,6,1,0,3,2,0
カットボール,17,4.5%,134.1,1,3,3,7,41.2%,14.3%,0.333,3,1,1,0,0,0
スライダー,13,3.5%,134.3,0,0,2,8,15.4%,0.0%,0.667,3,2,1,0,1,0
カーブ,12,3.2%,111.1,1,3,0,5,33.3%,25.0%,0.25,4,1,1,1,0,0
