球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
カットボール,709,32.8%,136.4,74,101,160,214,47.2%,18.8%,0.215,191,41,4,36,9,0
ストレート,661,30.6%,143.2,31,135,120,247,43.3%,11.1%,0.308,146,45,3,22,15,1
スライダー,190,8.8%,125.3,28,31,24,77,43.7%,34.1%,0.306,36,11,1,6,1,0
フォーク,185,8.6%,134.6,37,11,33,65,43.8%,33.9%,0.192,52,10,3,13,5,0
シュート,174,8.1%,138.1,18,23,24,62,37.4%,20.2%,0.208,48,10,0,4,1,1
チェンジアップ,144,6.7%,130.3,16,19,26,55,42.4%,22.9%,0.273,33,9,0,5,1,0
カーブ,97,4.5%,115.8,10,20,10,46,41.2%,32.3%,0.385,13,5,0,2,1,0
