球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
みずほPayPay,.223,63,242,215,25,48,5,0,14,95,32,67,23,1,2,0,2,0,0,7,.302,.442,0.744
エスコンＦ,.200,12,46,45,4,9,0,0,2,15,6,12,0,0,0,0,1,0,0,0,.196,.333,0.529
ZOZOマリン,.224,13,56,49,7,11,1,0,5,27,12,15,5,1,1,0,1,0,0,0,.304,.551,0.855
楽天モバイル,.226,10,38,31,1,7,1,0,0,8,0,12,7,0,0,0,0,0,0,0,.368,.258,0.626
京セラD大阪,.289,12,45,38,5,11,1,0,1,15,7,4,6,0,1,0,0,0,0,1,.400,.395,0.795
ベルーナドーム,.171,12,44,41,3,7,1,0,1,11,4,10,3,0,0,0,0,0,0,1,.227,.268,0.496
Pa その他,.286,4,14,14,0,4,0,0,0,4,1,3,0,0,0,0,0,0,0,0,.286,.286,0.571
東京ドーム,.333,1,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,.333,.333,0.667
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,.286,3,8,7,0,2,0,0,0,2,0,2,1,1,0,0,0,0,0,0,.375,.286,0.661
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
