条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.241,235,216,52,4,0,14,14,62,18,1,0,0,0.302
1塁,0.25,113,108,27,2,0,3,6,26,4,1,0,0,0.283
2塁,0.067,40,30,2,0,0,0,1,14,9,1,0,0,0.3
3塁,0.0,16,12,0,0,0,0,2,5,3,0,0,1,0.188
1・2塁,0.2,53,45,9,0,0,2,10,11,7,1,0,0,0.321
1・3塁,0.417,12,12,5,3,0,1,8,1,0,0,0,0,0.417
2・3塁,0.125,12,8,1,0,0,0,4,3,3,0,0,1,0.333
満塁,0.333,15,12,4,0,0,3,17,4,1,0,0,2,0.333
得点圏,0.176,148,119,21,3,0,6,42,38,23,2,0,4,0.311
